Time (s),LD-X (mm)
51.7760,0.2670
51.7765,0.0793
51.7770,-0.1084
51.7775,-0.2954
51.7780,-0.4814
51.7785,-0.6659
51.7790,-0.8485
51.7795,-1.0291
51.7800,-1.2077
51.7805,-1.3844
51.7810,-1.5586
51.7815,-1.7298
51.7820,-1.8977
51.7825,-2.0621
51.7830,-2.2227
51.7835,-2.3789
51.7840,-2.5301
51.7845,-2.6759
51.7850,-2.8157
51.7855,-2.9492
51.7860,-3.0761
51.7865,-3.1963
51.7870,-3.3094
51.7875,-3.4151
51.7880,-3.5129
51.7885,-3.6025
51.7890,-3.6840
51.7895,-3.7572
51.7900,-3.8220
51.7905,-3.8782
51.7910,-3.9252
51.7915,-3.9628
51.7920,-3.9904
51.7925,-4.0081
51.7930,-4.0156
51.7935,-4.0129
51.7940,-3.9997
51.7945,-3.9757
51.7950,-3.9410
51.7955,-3.8959
51.7960,-3.8407
51.7965,-3.7759
51.7970,-3.7017
51.7975,-3.6185
51.7980,-3.5260
51.7985,-3.4244
51.7990,-3.3139
51.7995,-3.1944
51.8000,-3.0659
51.8005,-2.9286
51.8010,-2.7828
51.8015,-2.6288
51.8020,-2.4675
51.8025,-2.2997
51.8030,-2.1260
51.8035,-1.9467
51.8040,-1.7620
51.8045,-1.5725
51.8050,-1.3785
51.8055,-1.1806
51.8060,-0.9793
51.8065,-0.7751
51.8070,-0.5687
51.8075,-0.3605
51.8080,-0.1513
51.8085,0.0580
51.8090,0.2669
51.8095,0.4747
51.8100,0.6810
51.8105,0.8851
51.8110,1.0868
51.8115,1.2855
51.8120,1.4806
51.8125,1.6717
51.8130,1.8583
51.8135,2.0402
51.8140,2.2169
51.8145,2.3879
51.8150,2.5525
51.8155,2.7100
51.8160,2.8598
51.8165,3.0014
51.8170,3.1345
51.8175,3.2588
51.8180,3.3736
51.8185,3.4786
51.8190,3.5735
51.8195,3.6586
51.8200,3.7342
51.8205,3.8003
51.8210,3.8566
51.8215,3.9028
51.8220,3.9392
51.8225,3.9661
51.8230,3.9838
51.8235,3.9920
51.8240,3.9904
51.8245,3.9785
51.8250,3.9563
51.8255,3.9243
51.8260,3.8828
51.8265,3.8321
51.8270,3.7721
51.8275,3.7030
51.8280,3.6255
51.8285,3.5400
51.8290,3.4469
51.8295,3.3463
51.8300,3.2383
51.8305,3.1233
51.8310,3.0012
51.8315,2.8721
51.8320,2.7364
51.8325,2.5949
51.8330,2.4485
51.8335,2.2974
51.8340,2.1415
51.8345,1.9809
51.8350,1.8162
51.8355,1.6481
51.8360,1.4771
51.8365,1.3027
51.8370,1.1251
51.8375,0.9443
51.8380,0.7610
51.8385,0.5760
51.8390,0.3899
51.8395,0.2034
51.8400,0.0165
51.8405,-0.1704
51.8410,-0.3567
51.8415,-0.5418
51.8420,-0.7252
51.8425,-0.9067
51.8430,-1.0865
51.8435,-1.2643
51.8440,-1.4398
51.8445,-1.6127
51.8450,-1.7824
51.8455,-1.9487
51.8460,-2.1115
51.8465,-2.2703
51.8470,-2.4247
51.8475,-2.5742
51.8480,-2.7185
51.8485,-2.8570
51.8490,-2.9892
51.8495,-3.1147
51.8500,-3.2331
51.8505,-3.3439
51.8510,-3.4470
51.8515,-3.5422
51.8520,-3.6293
51.8525,-3.7084
51.8530,-3.7791
51.8535,-3.8411
51.8540,-3.8941
51.8545,-3.9380
51.8550,-3.9726
51.8555,-3.9976
51.8560,-4.0129
51.8565,-4.0181
51.8570,-4.0128
51.8575,-3.9967
51.8580,-3.9699
51.8585,-3.9326
51.8590,-3.8852
51.8595,-3.8279
51.8600,-3.7606
51.8605,-3.6833
51.8610,-3.5962
51.8615,-3.4996
51.8620,-3.3939
51.8625,-3.2791
51.8630,-3.1553
51.8635,-3.0228
51.8640,-2.8822
51.8645,-2.7338
51.8650,-2.5783
51.8655,-2.4160
51.8660,-2.2471
51.8665,-2.0719
51.8670,-1.8910
51.8675,-1.7049
51.8680,-1.5144
51.8685,-1.3200
51.8690,-1.1221
51.8695,-0.9210
51.8700,-0.7167
51.8705,-0.5098
51.8710,-0.3009
51.8715,-0.0911
51.8720,0.1185
51.8725,0.3271
51.8730,0.5340
51.8735,0.7389
51.8740,0.9417
51.8745,1.1420
51.8750,1.3394
51.8755,1.5336
51.8760,1.7240
51.8765,1.9099
51.8770,2.0906
51.8775,2.2655
51.8780,2.4342
51.8785,2.5963
51.8790,2.7512
51.8795,2.8986
51.8800,3.0380
51.8805,3.1688
51.8810,3.2908
51.8815,3.4032
51.8820,3.5059
51.8825,3.5986
51.8830,3.6816
51.8835,3.7551
51.8840,3.8193
51.8845,3.8739
51.8850,3.9189
51.8855,3.9539
51.8860,3.9790
51.8865,3.9942
51.8870,3.9994
51.8875,3.9946
51.8880,3.9797
51.8885,3.9548
51.8890,3.9202
51.8895,3.8765
51.8900,3.8238
51.8905,3.7623
51.8910,3.6923
51.8915,3.6140
51.8920,3.5275
51.8925,3.4334
51.8930,3.3318
51.8935,3.2227
51.8940,3.1060
51.8945,2.9818
51.8950,2.8504
51.8955,2.7126
51.8960,2.5692
51.8965,2.4207
51.8970,2.2677
51.8975,2.1103
51.8980,1.9490
51.8985,1.7842
51.8990,1.6160
51.8995,1.4446
51.9000,1.2697
51.9005,1.0915
51.9010,0.9101
51.9015,0.7261
51.9020,0.5403
51.9025,0.3533
51.9030,0.1658
51.9035,-0.0217
51.9040,-0.2089
51.9045,-0.3953
51.9050,-0.5804
51.9055,-0.7638
51.9060,-0.9454
51.9065,-1.1253
51.9070,-1.3034
51.9075,-1.4794
51.9080,-1.6525
51.9085,-1.8221
51.9090,-1.9881
51.9095,-2.1504
51.9100,-2.3087
51.9105,-2.4626
51.9110,-2.6113
51.9115,-2.7542
51.9120,-2.8908
51.9125,-3.0210
51.9130,-3.1445
51.9135,-3.2611
51.9140,-3.3701
51.9145,-3.4712
51.9150,-3.5643
51.9155,-3.6495
51.9160,-3.7269
51.9165,-3.7960
51.9170,-3.8562
51.9175,-3.9070
51.9180,-3.9482
51.9185,-3.9797
51.9190,-4.0015
51.9195,-4.0136
51.9200,-4.0155
51.9205,-4.0070
51.9210,-3.9877
51.9215,-3.9579
51.9220,-3.9176
51.9225,-3.8669
51.9230,-3.8060
51.9235,-3.7354
51.9240,-3.6553
51.9245,-3.5660
51.9250,-3.4677
51.9255,-3.3606
51.9260,-3.2449
51.9265,-3.1203
51.9270,-2.9869
51.9275,-2.8446
51.9280,-2.6940
51.9285,-2.5357
51.9290,-2.3706
51.9295,-2.1990
51.9300,-2.0214
51.9305,-1.8380
51.9310,-1.6496
51.9315,-1.4567
51.9320,-1.2601
51.9325,-1.0602
51.9330,-0.8574
51.9335,-0.6520
51.9340,-0.4448
51.9345,-0.2365
51.9350,-0.0279
51.9355,0.1806
51.9360,0.3886
51.9365,0.5954
51.9370,0.8008
51.9375,1.0041
51.9380,1.2046
51.9385,1.4017
51.9390,1.5947
51.9395,1.7831
51.9400,1.9665
51.9405,2.1447
51.9410,2.3173
51.9415,2.4841
51.9420,2.6442
51.9425,2.7968
51.9430,2.9416
51.9435,3.0780
51.9440,3.2059
51.9445,3.3248
51.9450,3.4341
51.9455,3.5334
51.9460,3.6226
51.9465,3.7023
51.9470,3.7727
51.9475,3.8335
51.9480,3.8844
51.9485,3.9254
51.9490,3.9566
51.9495,3.9783
51.9500,3.9906
51.9505,3.9932
51.9510,3.9859
51.9515,3.9685
51.9520,3.9410
51.9525,3.9039
51.9530,3.8573
51.9535,3.8016
51.9540,3.7368
51.9545,3.6633
51.9550,3.5817
51.9555,3.4922
51.9560,3.3953
51.9565,3.2911
51.9570,3.1800
51.9575,3.0618
51.9580,2.9364
51.9585,2.8040
51.9590,2.6654
51.9595,2.5215
51.9600,2.3728
51.9605,2.2195
51.9610,2.0614
51.9615,1.8992
51.9620,1.7335
51.9625,1.5646
51.9630,1.3922
51.9635,1.2164
51.9640,1.0373
51.9645,0.8552
51.9650,0.6708
51.9655,0.4849
51.9660,0.2980
51.9665,0.1106
51.9670,-0.0769
51.9675,-0.2640
51.9680,-0.4500
51.9685,-0.6344
51.9690,-0.8168
51.9695,-0.9975
51.9700,-1.1763
51.9705,-1.3532
51.9710,-1.5276
51.9715,-1.6993
51.9720,-1.8677
51.9725,-2.0328
51.9730,-2.1943
51.9735,-2.3519
51.9740,-2.5050
51.9745,-2.6530
51.9750,-2.7952
51.9755,-2.9310
51.9760,-3.0601
51.9765,-3.1823
51.9770,-3.2972
51.9775,-3.4042
51.9780,-3.5030
51.9785,-3.5935
51.9790,-3.6762
51.9795,-3.7512
51.9800,-3.8182
51.9805,-3.8764
51.9810,-3.9253
51.9815,-3.9646
51.9820,-3.9940
51.9825,-4.0137
51.9830,-4.0234
51.9835,-4.0228
51.9840,-4.0114
51.9845,-3.9889
51.9850,-3.9557
51.9855,-3.9122
51.9860,-3.8588
51.9865,-3.7955
51.9870,-3.7225
51.9875,-3.6398
51.9880,-3.5475
51.9885,-3.4459
51.9890,-3.3352
51.9895,-3.2156
51.9900,-3.0872
51.9905,-2.9502
51.9910,-2.8048
51.9915,-2.6516
51.9920,-2.4915
51.9925,-2.3249
51.9930,-2.1523
51.9935,-1.9736
51.9940,-1.7893
51.9945,-1.6000
51.9950,-1.4063
51.9955,-1.2092
51.9960,-1.0090
51.9965,-0.8060
51.9970,-0.6004
51.9975,-0.3926
51.9980,-0.1834
51.9985,0.0263
51.9990,0.2357
51.9995,0.4437
52.0000,0.6499
52.0005,0.8539
52.0010,1.0553
52.0015,1.2537
52.0020,1.4485
52.0025,1.6394
52.0030,1.8263
52.0035,2.0087
52.0040,2.1862
52.0045,2.3580
52.0050,2.5234
52.0055,2.6816
52.0060,2.8322
52.0065,2.9748
52.0070,3.1091
52.0075,3.2344
52.0080,3.3504
52.0085,3.4568
52.0090,3.5534
52.0095,3.6402
52.0100,3.7174
52.0105,3.7849
52.0110,3.8429
52.0115,3.8914
52.0120,3.9302
52.0125,3.9594
52.0130,3.9791
52.0135,3.9890
52.0140,3.9892
52.0145,3.9794
52.0150,3.9596
52.0155,3.9299
52.0160,3.8904
52.0165,3.8417
52.0170,3.7839
52.0175,3.7175
52.0180,3.6428
52.0185,3.5600
52.0190,3.4695
52.0195,3.3717
52.0200,3.2665
52.0205,3.1539
52.0210,3.0336
52.0215,2.9059
52.0220,2.7713
52.0225,2.6307
52.0230,2.4850
52.0235,2.3344
52.0240,2.1792
52.0245,2.0197
52.0250,1.8565
52.0255,1.6899
52.0260,1.5200
52.0265,1.3466
52.0270,1.1697
52.0275,0.9893
52.0280,0.8062
52.0285,0.6211
52.0290,0.4347
52.0295,0.2476
52.0300,0.0603
52.0305,-0.1271
52.0310,-0.3138
52.0315,-0.4992
52.0320,-0.6830
52.0325,-0.8651
52.0330,-1.0458
52.0335,-1.2250
52.0340,-1.4025
52.0345,-1.5772
52.0350,-1.7487
52.0355,-1.9165
52.0360,-2.0809
52.0365,-2.2417
52.0370,-2.3983
52.0375,-2.5500
52.0380,-2.6960
52.0385,-2.8357
52.0390,-2.9688
52.0395,-3.0954
52.0400,-3.2153
52.0405,-3.3281
52.0410,-3.4330
52.0415,-3.5296
52.0420,-3.6179
52.0425,-3.6980
52.0430,-3.7701
52.0435,-3.8337
52.0440,-3.8882
52.0445,-3.9333
52.0450,-3.9687
52.0455,-3.9945
52.0460,-4.0108
52.0465,-4.0173
52.0470,-4.0135
52.0475,-3.9988
52.0480,-3.9732
52.0485,-3.9368
52.0490,-3.8902
52.0495,-3.8338
52.0500,-3.7675
52.0505,-3.6913
52.0510,-3.6052
52.0515,-3.5098
52.0520,-3.4056
52.0525,-3.2925
52.0530,-3.1706
52.0535,-3.0398
52.0540,-2.9004
52.0545,-2.7527
52.0550,-2.5972
52.0555,-2.4346
52.0560,-2.2654
52.0565,-2.0903
52.0570,-1.9095
52.0575,-1.7234
52.0580,-1.5327
52.0585,-1.3380
52.0590,-1.1399
52.0595,-0.9386
52.0600,-0.7342
52.0605,-0.5273
52.0610,-0.3187
52.0615,-0.1094
52.0620,0.0995
52.0625,0.3075
52.0630,0.5143
52.0635,0.7196
52.0640,0.9230
52.0645,1.1240
52.0650,1.3221
52.0655,1.5169
52.0660,1.7077
52.0665,1.8939
52.0670,2.0748
52.0675,2.2499
52.0680,2.4188
52.0685,2.5813
52.0690,2.7368
52.0695,2.8847
52.0700,3.0243
52.0705,3.1554
52.0710,3.2776
52.0715,3.3906
52.0720,3.4941
52.0725,3.5877
52.0730,3.6715
52.0735,3.7458
52.0740,3.8107
52.0745,3.8662
52.0750,3.9120
52.0755,3.9479
52.0760,3.9739
52.0765,3.9902
52.0770,3.9967
52.0775,3.9934
52.0780,3.9801
52.0785,3.9568
52.0790,3.9239
52.0795,3.8818
52.0800,3.8304
52.0805,3.7699
52.0810,3.7006
52.0815,3.6230
52.0820,3.5377
52.0825,3.4450
52.0830,3.3448
52.0835,3.2371
52.0840,3.1221
52.0845,2.9999
52.0850,2.8708
52.0855,2.7352
52.0860,2.5937
52.0865,2.4470
52.0870,2.2956
52.0875,2.1398
52.0880,1.9799
52.0885,1.8162
52.0890,1.6489
52.0895,1.4778
52.0900,1.3031
52.0905,1.1249
52.0910,0.9438
52.0915,0.7601
52.0920,0.5744
52.0925,0.3875
52.0930,0.1998
52.0935,0.0119
52.0940,-0.1759
52.0945,-0.3631
52.0950,-0.5491
52.0955,-0.7331
52.0960,-0.9151
52.0965,-1.0951
52.0970,-1.2730
52.0975,-1.4488
52.0980,-1.6220
52.0985,-1.7922
52.0990,-1.9592
52.0995,-2.1230
52.1000,-2.2832
52.1005,-2.4394
52.1010,-2.5907
52.1015,-2.7363
52.1020,-2.8754
52.1025,-3.0077
52.1030,-3.1333
52.1035,-3.2517
52.1040,-3.3625
52.1045,-3.4651
52.1050,-3.5593
52.1055,-3.6454
52.1060,-3.7238
52.1065,-3.7945
52.1070,-3.8568
52.1075,-3.9102
52.1080,-3.9541
52.1085,-3.9880
52.1090,-4.0121
52.1095,-4.0263
52.1100,-4.0301
52.1105,-4.0232
52.1110,-4.0052
52.1115,-3.9762
52.1120,-3.9368
52.1125,-3.8872
52.1130,-3.8278
52.1135,-3.7586
52.1140,-3.6796
52.1145,-3.5911
52.1150,-3.4935
52.1155,-3.3874
52.1160,-3.2728
52.1165,-3.1491
52.1170,-3.0163
52.1175,-2.8744
52.1180,-2.7242
52.1185,-2.5664
52.1190,-2.4016
52.1195,-2.2306
52.1200,-2.0537
52.1205,-1.8714
52.1210,-1.6842
52.1215,-1.4925
52.1220,-1.2969
52.1225,-1.0976
52.1230,-0.8952
52.1235,-0.6899
52.1240,-0.4825
52.1245,-0.2736
52.1250,-0.0643
52.1255,0.1447
52.1260,0.3531
52.1265,0.5601
52.1270,0.7652
52.1275,0.9680
52.1280,1.1677
52.1285,1.3640
52.1290,1.5565
52.1295,1.7447
52.1300,1.9284
52.1305,2.1073
52.1310,2.2809
52.1315,2.4489
52.1320,2.6104
52.1325,2.7646
52.1330,2.9112
52.1335,3.0495
52.1340,3.1792
52.1345,3.2996
52.1350,3.4104
52.1355,3.5114
52.1360,3.6022
52.1365,3.6832
52.1370,3.7547
52.1375,3.8168
52.1380,3.8693
52.1385,3.9122
52.1390,3.9456
52.1395,3.9696
52.1400,3.9838
52.1405,3.9883
52.1410,3.9827
52.1415,3.9671
52.1420,3.9417
52.1425,3.9069
52.1430,3.8628
52.1435,3.8096
52.1440,3.7473
52.1445,3.6763
52.1450,3.5970
52.1455,3.5098
52.1460,3.4150
52.1465,3.3128
52.1470,3.2030
52.1475,3.0858
52.1480,2.9612
52.1485,2.8295
52.1490,2.6916
52.1495,2.5481
52.1500,2.3997
52.1505,2.2467
52.1510,2.0892
52.1515,1.9276
52.1520,1.7621
52.1525,1.5931
52.1530,1.4207
52.1535,1.2447
52.1540,1.0654
52.1545,0.8833
52.1550,0.6992
52.1555,0.5136
52.1560,0.3269
52.1565,0.1396
52.1570,-0.0479
52.1575,-0.2350
52.1580,-0.4211
52.1585,-0.6058
52.1590,-0.7888
52.1595,-0.9699
52.1600,-1.1494
52.1605,-1.3273
52.1610,-1.5031
52.1615,-1.6760
52.1620,-1.8454
52.1625,-2.0112
52.1630,-2.1735
52.1635,-2.3320
52.1640,-2.4861
52.1645,-2.6351
52.1650,-2.7781
52.1655,-2.9145
52.1660,-3.0441
52.1665,-3.1668
52.1670,-3.2824
52.1675,-3.3904
52.1680,-3.4902
52.1685,-3.5818
52.1690,-3.6653
52.1695,-3.7411
52.1700,-3.8088
52.1705,-3.8677
52.1710,-3.9172
52.1715,-3.9570
52.1720,-3.9872
52.1725,-4.0077
52.1730,-4.0184
52.1735,-4.0188
52.1740,-4.0087
52.1745,-3.9878
52.1750,-3.9562
52.1755,-3.9143
52.1760,-3.8625
52.1765,-3.8009
52.1770,-3.7294
52.1775,-3.6479
52.1780,-3.5566
52.1785,-3.4563
52.1790,-3.3473
52.1795,-3.2293
52.1800,-3.1023
52.1805,-2.9664
52.1810,-2.8220
52.1815,-2.6698
52.1820,-2.5104
52.1825,-2.3444
52.1830,-2.1724
52.1835,-1.9948
52.1840,-1.8119
52.1845,-1.6241
52.1850,-1.4319
52.1855,-1.2356
52.1860,-1.0357
52.1865,-0.8325
52.1870,-0.6265
52.1875,-0.4184
52.1880,-0.2093
52.1885,-0.0002
52.1890,0.2085
52.1895,0.4163
52.1900,0.6227
52.1905,0.8274
52.1910,1.0296
52.1915,1.2287
52.1920,1.4244
52.1925,1.6161
52.1930,1.8037
52.1935,1.9866
52.1940,2.1644
52.1945,2.3367
52.1950,2.5032
52.1955,2.6629
52.1960,2.8151
52.1965,2.9590
52.1970,3.0942
52.1975,3.2204
52.1980,3.3375
52.1985,3.4454
52.1990,3.5438
52.1995,3.6325
52.2000,3.7115
52.2005,3.7808
52.2010,3.8406
52.2015,3.8907
52.2020,3.9311
52.2025,3.9615
52.2030,3.9822
52.2035,3.9932
52.2040,3.9944
52.2045,3.9857
52.2050,3.9668
52.2055,3.9380
52.2060,3.8997
52.2065,3.8523
52.2070,3.7963
52.2075,3.7316
52.2080,3.6585
52.2085,3.5772
52.2090,3.4881
52.2095,3.3915
52.2100,3.2873
52.2105,3.1754
52.2110,3.0561
52.2115,2.9294
52.2120,2.7960
52.2125,2.6566
52.2130,2.5118
52.2135,2.3621
52.2140,2.2078
52.2145,2.0494
52.2150,1.8871
52.2155,1.7215
52.2160,1.5524
52.2165,1.3796
52.2170,1.2030
52.2175,1.0226
52.2180,0.8394
52.2185,0.6541
52.2190,0.4676
52.2195,0.2804
52.2200,0.0927
52.2205,-0.0951
52.2210,-0.2826
52.2215,-0.4691
52.2220,-0.6539
52.2225,-0.8368
52.2230,-1.0179
52.2235,-1.1973
52.2240,-1.3745
52.2245,-1.5491
52.2250,-1.7206
52.2255,-1.8890
52.2260,-2.0542
52.2265,-2.2160
52.2270,-2.3738
52.2275,-2.5267
52.2280,-2.6742
52.2285,-2.8155
52.2290,-2.9504
52.2295,-3.0786
52.2300,-3.2001
52.2305,-3.3143
52.2310,-3.4207
52.2315,-3.5189
52.2320,-3.6088
52.2325,-3.6907
52.2330,-3.7647
52.2335,-3.8303
52.2340,-3.8869
52.2345,-3.9342
52.2350,-3.9718
52.2355,-3.9999
52.2360,-4.0182
52.2365,-4.0266
52.2370,-4.0246
52.2375,-4.0118
52.2380,-3.9881
52.2385,-3.9539
52.2390,-3.9095
52.2395,-3.8551
52.2400,-3.7904
52.2405,-3.7157
52.2410,-3.6311
52.2415,-3.5373
52.2420,-3.4345
52.2425,-3.3230
52.2430,-3.2029
52.2435,-3.0740
52.2440,-2.9364
52.2445,-2.7906
52.2450,-2.6370
52.2455,-2.4760
52.2460,-2.3081
52.2465,-2.1340
52.2470,-1.9541
52.2475,-1.7689
52.2480,-1.5791
52.2485,-1.3853
52.2490,-1.1877
52.2495,-0.9866
52.2500,-0.7824
52.2505,-0.5758
52.2510,-0.3676
52.2515,-0.1589
52.2520,0.0497
52.2525,0.2578
52.2530,0.4650
52.2535,0.6708
52.2540,0.8745
52.2545,1.0757
52.2550,1.2739
52.2555,1.4685
52.2560,1.6591
52.2565,1.8450
52.2570,2.0257
52.2575,2.2012
52.2580,2.3711
52.2585,2.5351
52.2590,2.6924
52.2595,2.8422
52.2600,2.9838
52.2605,3.1171
52.2610,3.2415
52.2615,3.3566
52.2620,3.4623
52.2625,3.5581
52.2630,3.6440
52.2635,3.7203
52.2640,3.7870
52.2645,3.8442
52.2650,3.8917
52.2655,3.9297
52.2660,3.9582
52.2665,3.9771
52.2670,3.9862
52.2675,3.9851
52.2680,3.9740
52.2685,3.9527
52.2690,3.9216
52.2695,3.8813
52.2700,3.8320
52.2705,3.7739
52.2710,3.7071
52.2715,3.6318
52.2720,3.5484
52.2725,3.4570
52.2730,3.3578
52.2735,3.2510
52.2740,3.1367
52.2745,3.0148
52.2750,2.8857
52.2755,2.7500
52.2760,2.6085
52.2765,2.4617
52.2770,2.3103
52.2775,2.1545
52.2780,1.9945
52.2785,1.8308
52.2790,1.6636
52.2795,1.4929
52.2800,1.3187
52.2805,1.1407
52.2810,0.9595
52.2815,0.7759
52.2820,0.5904
52.2825,0.4038
52.2830,0.2163
52.2835,0.0284
52.2840,-0.1593
52.2845,-0.3462
52.2850,-0.5319
52.2855,-0.7159
52.2860,-0.8979
52.2865,-1.0779
52.2870,-1.2560
52.2875,-1.4321
52.2880,-1.6056
52.2885,-1.7761
52.2890,-1.9434
52.2895,-2.1073
52.2900,-2.2672
52.2905,-2.4227
52.2910,-2.5732
52.2915,-2.7179
52.2920,-2.8565
52.2925,-2.9887
52.2930,-3.1141
52.2935,-3.2324
52.2940,-3.3431
52.2945,-3.4459
52.2950,-3.5405
52.2955,-3.6271
52.2960,-3.7057
52.2965,-3.7764
52.2970,-3.8388
52.2975,-3.8925
52.2980,-3.9371
52.2985,-3.9723
52.2990,-3.9975
52.2995,-4.0125
52.3000,-4.0172
52.3005,-4.0114
52.3010,-3.9950
52.3015,-3.9676
52.3020,-3.9296
52.3025,-3.8812
52.3030,-3.8230
52.3035,-3.7553
52.3040,-3.6781
52.3045,-3.5915
52.3050,-3.4957
52.3055,-3.3910
52.3060,-3.2775
52.3065,-3.1551
52.3070,-3.0237
52.3075,-2.8837
52.3080,-2.7355
52.3085,-2.5796
52.3090,-2.4166
52.3095,-2.2474
52.3100,-2.0724
52.3105,-1.8921
52.3110,-1.7065
52.3115,-1.5161
52.3120,-1.3212
52.3125,-1.1226
52.3130,-0.9207
52.3135,-0.7161
52.3140,-0.5092
52.3145,-0.3006
52.3150,-0.0914
52.3155,0.1175
52.3160,0.3254
52.3165,0.5320
52.3170,0.7369
52.3175,0.9399
52.3180,1.1405
52.3185,1.3380
52.3190,1.5318
52.3195,1.7216
52.3200,1.9070
52.3205,2.0875
52.3210,2.2628
52.3215,2.4322
52.3220,2.5953
52.3225,2.7514
52.3230,2.8998
52.3235,3.0399
52.3240,3.1711
52.3245,3.2931
52.3250,3.4056
52.3255,3.5084
52.3260,3.6013
52.3265,3.6843
52.3270,3.7578
52.3275,3.8217
52.3280,3.8761
52.3285,3.9208
52.3290,3.9558
52.3295,3.9811
52.3300,3.9969
52.3305,4.0028
52.3310,3.9990
52.3315,3.9851
52.3320,3.9613
52.3325,3.9277
52.3330,3.8846
52.3335,3.8326
52.3340,3.7716
52.3345,3.7020
52.3350,3.6241
52.3355,3.5380
52.3360,3.4440
52.3365,3.3422
52.3370,3.2329
52.3375,3.1161
52.3380,2.9922
52.3385,2.8613
52.3390,2.7241
52.3395,2.5811
52.3400,2.4331
52.3405,2.2805
52.3410,2.1237
52.3415,1.9628
52.3420,1.7981
52.3425,1.6298
52.3430,1.4579
52.3435,1.2822
52.3440,1.1029
52.3445,0.9206
52.3450,0.7360
52.3455,0.5498
52.3460,0.3626
52.3465,0.1750
52.3470,-0.0128
52.3475,-0.2006
52.3480,-0.3878
52.3485,-0.5739
52.3490,-0.7581
52.3495,-0.9403
52.3500,-1.1205
52.3505,-1.2988
52.3510,-1.4747
52.3515,-1.6477
52.3520,-1.8177
52.3525,-1.9844
52.3530,-2.1476
52.3535,-2.3068
52.3540,-2.4613
52.3545,-2.6105
52.3550,-2.7538
52.3555,-2.8909
52.3560,-3.0217
52.3565,-3.1459
52.3570,-3.2631
52.3575,-3.3727
52.3580,-3.4744
52.3585,-3.5679
52.3590,-3.6533
52.3595,-3.7305
52.3600,-3.7993
52.3605,-3.8593
52.3610,-3.9100
52.3615,-3.9515
52.3620,-3.9834
52.3625,-4.0057
52.3630,-4.0180
52.3635,-4.0201
52.3640,-4.0117
52.3645,-3.9927
52.3650,-3.9630
52.3655,-3.9229
52.3660,-3.8726
52.3665,-3.8122
52.3670,-3.7418
52.3675,-3.6616
52.3680,-3.5717
52.3685,-3.4722
52.3690,-3.3640
52.3695,-3.2473
52.3700,-3.1220
52.3705,-2.9877
52.3710,-2.8449
52.3715,-2.6943
52.3720,-2.5366
52.3725,-2.3723
52.3730,-2.2016
52.3735,-2.0246
52.3740,-1.8418
52.3745,-1.6540
52.3750,-1.4622
52.3755,-1.2668
52.3760,-1.0679
52.3765,-0.8655
52.3770,-0.6602
52.3775,-0.4526
52.3780,-0.2439
52.3785,-0.0352
52.3790,0.1729
52.3795,0.3800
52.3800,0.5857
52.3805,0.7896
52.3810,0.9913
52.3815,1.1903
52.3820,1.3863
52.3825,1.5787
52.3830,1.7670
52.3835,1.9507
52.3840,2.1291
52.3845,2.3021
52.3850,2.4690
52.3855,2.6291
52.3860,2.7817
52.3865,2.9266
52.3870,3.0634
52.3875,3.1916
52.3880,3.3108
52.3885,3.4204
52.3890,3.5203
52.3895,3.6105
52.3900,3.6914
52.3905,3.7628
52.3910,3.8247
52.3915,3.8768
52.3920,3.9192
52.3925,3.9521
52.3930,3.9756
52.3935,3.9894
52.3940,3.9930
52.3945,3.9860
52.3950,3.9687
52.3955,3.9414
52.3960,3.9046
52.3965,3.8588
52.3970,3.8041
52.3975,3.7406
52.3980,3.6688
52.3985,3.5888
52.3990,3.5010
52.3995,3.4053
52.4000,3.3018
52.4005,3.1904
52.4010,3.0714
52.4015,2.9451
52.4020,2.8122
52.4025,2.6734
52.4030,2.5291
52.4035,2.3796
52.4040,2.2254
52.4045,2.0668
52.4050,1.9044
52.4055,1.7388
52.4060,1.5699
52.4065,1.3974
52.4070,1.2213
52.4075,1.0417
52.4080,0.8594
52.4085,0.6748
52.4090,0.4886
52.4095,0.3011
52.4100,0.1129
52.4105,-0.0751
52.4110,-0.2625
52.4115,-0.4488
52.4120,-0.6336
52.4125,-0.8166
52.4130,-0.9978
52.4135,-1.1771
52.4140,-1.3543
52.4145,-1.5290
52.4150,-1.7005
52.4155,-1.8685
52.4160,-2.0333
52.4165,-2.1947
52.4170,-2.3522
52.4175,-2.5049
52.4180,-2.6522
52.4185,-2.7934
52.4190,-2.9284
52.4195,-3.0569
52.4200,-3.1786
52.4205,-3.2930
52.4210,-3.3995
52.4215,-3.4979
52.4220,-3.5881
52.4225,-3.6704
52.4230,-3.7448
52.4235,-3.8110
52.4240,-3.8684
52.4245,-3.9167
52.4250,-3.9556
52.4255,-3.9851
52.4260,-4.0048
52.4265,-4.0142
52.4270,-4.0131
52.4275,-4.0013
52.4280,-3.9787
52.4285,-3.9454
52.4290,-3.9020
52.4295,-3.8485
52.4300,-3.7850
52.4305,-3.7115
52.4310,-3.6285
52.4315,-3.5363
52.4320,-3.4355
52.4325,-3.3261
52.4330,-3.2081
52.4335,-3.0810
52.4340,-2.9449
52.4345,-2.8003
52.4350,-2.6479
52.4355,-2.4880
52.4360,-2.3212
52.4365,-2.1482
52.4370,-1.9697
52.4375,-1.7861
52.4380,-1.5977
52.4385,-1.4050
52.4390,-1.2083
52.4395,-1.0079
52.4400,-0.8042
