Time (s),LD-X (mm)
16.3965,3.9601
16.3970,3.9801
16.3975,3.9902
16.3980,3.9907
16.3985,3.9815
16.3990,3.9625
16.3995,3.9337
16.4000,3.8954
16.4005,3.8478
16.4010,3.7913
16.4015,3.7262
16.4020,3.6527
16.4025,3.5712
16.4030,3.4818
16.4035,3.3846
16.4040,3.2797
16.4045,3.1675
16.4050,3.0481
16.4055,2.9214
16.4060,2.7878
16.4065,2.6479
16.4070,2.5026
16.4075,2.3528
16.4080,2.1990
16.4085,2.0413
16.4090,1.8795
16.4095,1.7139
16.4100,1.5444
16.4105,1.3712
16.4110,1.1943
16.4115,1.0142
16.4120,0.8314
16.4125,0.6464
16.4130,0.4597
16.4135,0.2721
16.4140,0.0843
16.4145,-0.1033
16.4150,-0.2903
16.4155,-0.4762
16.4160,-0.6606
16.4165,-0.8432
16.4170,-1.0237
16.4175,-1.2021
16.4180,-1.3784
16.4185,-1.5526
16.4190,-1.7244
16.4195,-1.8934
16.4200,-2.0590
16.4205,-2.2207
16.4210,-2.3782
16.4215,-2.5310
16.4220,-2.6785
16.4225,-2.8201
16.4230,-2.9553
16.4235,-3.0835
16.4240,-3.2042
16.4245,-3.3175
16.4250,-3.4232
16.4255,-3.5211
16.4260,-3.6110
16.4265,-3.6928
16.4270,-3.7665
16.4275,-3.8318
16.4280,-3.8885
16.4285,-3.9363
16.4290,-3.9747
16.4295,-4.0031
16.4300,-4.0213
16.4305,-4.0289
16.4310,-4.0258
16.4315,-4.0121
16.4320,-3.9877
16.4325,-3.9527
16.4330,-3.9072
16.4335,-3.8514
16.4340,-3.7858
16.4345,-3.7108
16.4350,-3.6264
16.4355,-3.5327
16.4360,-3.4298
16.4365,-3.3177
16.4370,-3.1964
16.4375,-3.0661
16.4380,-2.9276
16.4385,-2.7812
16.4390,-2.6271
16.4395,-2.4659
16.4400,-2.2981
16.4405,-2.1242
16.4410,-1.9448
16.4415,-1.7606
16.4420,-1.5716
16.4425,-1.3782
16.4430,-1.1805
16.4435,-0.9790
16.4440,-0.7745
16.4445,-0.5675
16.4450,-0.3588
16.4455,-0.1492
16.4460,0.0608
16.4465,0.2703
16.4470,0.4785
16.4475,0.6845
16.4480,0.8879
16.4485,1.0887
16.4490,1.2867
16.4495,1.4816
16.4500,1.6727
16.4505,1.8592
16.4510,2.0405
16.4515,2.2164
16.4520,2.3868
16.4525,2.5512
16.4530,2.7088
16.4535,2.8586
16.4540,2.9999
16.4545,3.1323
16.4550,3.2555
16.4555,3.3695
16.4560,3.4741
16.4565,3.5690
16.4570,3.6540
16.4575,3.7293
16.4580,3.7952
16.4585,3.8518
16.4590,3.8989
16.4595,3.9364
16.4600,3.9638
16.4605,3.9812
16.4610,3.9888
16.4615,3.9867
16.4620,3.9749
16.4625,3.9532
16.4630,3.9217
16.4635,3.8804
16.4640,3.8299
16.4645,3.7707
16.4650,3.7033
16.4655,3.6280
16.4660,3.5448
16.4665,3.4537
16.4670,3.3548
16.4675,3.2483
16.4680,3.1344
16.4685,3.0134
16.4690,2.8851
16.4695,2.7500
16.4700,2.6087
16.4705,2.4623
16.4710,2.3113
16.4715,2.1560
16.4720,1.9969
16.4725,1.8341
16.4730,1.6679
16.4735,1.4981
16.4740,1.3245
16.4745,1.1474
16.4750,0.9670
16.4755,0.7839
16.4760,0.5986
16.4765,0.4116
16.4770,0.2237
16.4775,0.0357
16.4780,-0.1518
16.4785,-0.3384
16.4790,-0.5238
16.4795,-0.7077
16.4800,-0.8902
16.4805,-1.0711
16.4810,-1.2501
16.4815,-1.4268
16.4820,-1.6007
16.4825,-1.7717
16.4830,-1.9396
16.4835,-2.1040
16.4840,-2.2643
16.4845,-2.4201
16.4850,-2.5710
16.4855,-2.7168
16.4860,-2.8567
16.4865,-2.9900
16.4870,-3.1163
16.4875,-3.2353
16.4880,-3.3469
16.4885,-3.4508
16.4890,-3.5471
16.4895,-3.6354
16.4900,-3.7156
16.4905,-3.7872
16.4910,-3.8498
16.4915,-3.9034
16.4920,-3.9478
16.4925,-3.9828
16.4930,-4.0079
16.4935,-4.0227
16.4940,-4.0272
16.4945,-4.0213
16.4950,-4.0047
16.4955,-3.9775
16.4960,-3.9398
16.4965,-3.8916
16.4970,-3.8331
16.4975,-3.7644
16.4980,-3.6859
16.4985,-3.5982
16.4990,-3.5016
16.4995,-3.3960
16.5000,-3.2813
16.5005,-3.1574
16.5010,-3.0249
16.5015,-2.8845
16.5020,-2.7364
16.5025,-2.5805
16.5030,-2.4172
16.5035,-2.2470
16.5040,-2.0704
16.5045,-1.8883
16.5050,-1.7014
16.5055,-1.5102
16.5060,-1.3147
16.5065,-1.1151
16.5070,-0.9122
16.5075,-0.7067
16.5080,-0.4998
16.5085,-0.2919
16.5090,-0.0836
16.5095,0.1248
16.5100,0.3327
16.5105,0.5392
16.5110,0.7438
16.5115,0.9462
16.5120,1.1461
16.5125,1.3432
16.5130,1.5367
16.5135,1.7261
16.5140,1.9106
16.5145,2.0897
16.5150,2.2635
16.5155,2.4317
16.5160,2.5937
16.5165,2.7486
16.5170,2.8956
16.5175,3.0341
16.5180,3.1638
16.5185,3.2845
16.5190,3.3959
16.5195,3.4978
16.5200,3.5900
16.5205,3.6727
16.5210,3.7460
16.5215,3.8100
16.5220,3.8646
16.5225,3.9095
16.5230,3.9444
16.5235,3.9694
16.5240,3.9843
16.5245,3.9894
16.5250,3.9850
16.5255,3.9710
16.5260,3.9473
16.5265,3.9138
16.5270,3.8708
16.5275,3.8185
16.5280,3.7575
16.5285,3.6882
16.5290,3.6110
16.5295,3.5255
16.5300,3.4320
16.5305,3.3306
16.5310,3.2219
16.5315,3.1060
16.5320,2.9830
16.5325,2.8529
16.5330,2.7160
16.5335,2.5730
16.5340,2.4251
16.5345,2.2731
16.5350,2.1173
16.5355,1.9578
16.5360,1.7944
16.5365,1.6270
16.5370,1.4557
16.5375,1.2807
16.5380,1.1022
16.5385,0.9206
16.5390,0.7363
16.5395,0.5498
16.5400,0.3620
16.5405,0.1739
16.5410,-0.0139
16.5415,-0.2010
16.5420,-0.3873
16.5425,-0.5724
16.5430,-0.7561
16.5435,-0.9380
16.5440,-1.1177
16.5445,-1.2952
16.5450,-1.4704
16.5455,-1.6432
16.5460,-1.8134
16.5465,-1.9806
16.5470,-2.1442
16.5475,-2.3037
16.5480,-2.4588
16.5485,-2.6090
16.5490,-2.7535
16.5495,-2.8920
16.5500,-3.0237
16.5505,-3.1483
16.5510,-3.2655
16.5515,-3.3751
16.5520,-3.4768
16.5525,-3.5706
16.5530,-3.6564
16.5535,-3.7342
16.5540,-3.8037
16.5545,-3.8646
16.5550,-3.9165
16.5555,-3.9591
16.5560,-3.9920
16.5565,-4.0149
16.5570,-4.0274
16.5575,-4.0293
16.5580,-4.0206
16.5585,-4.0012
16.5590,-3.9712
16.5595,-3.9308
16.5600,-3.8798
16.5605,-3.8186
16.5610,-3.7477
16.5615,-3.6674
16.5620,-3.5780
16.5625,-3.4795
16.5630,-3.3718
16.5635,-3.2551
16.5640,-3.1295
16.5645,-2.9955
16.5650,-2.8534
16.5655,-2.7031
16.5660,-2.5447
16.5665,-2.3790
16.5670,-2.2068
16.5675,-2.0289
16.5680,-1.8460
16.5685,-1.6582
16.5690,-1.4660
16.5695,-1.2697
16.5700,-1.0698
16.5705,-0.8670
16.5710,-0.6618
16.5715,-0.4548
16.5720,-0.2465
16.5725,-0.0374
16.5730,0.1719
16.5735,0.3804
16.5740,0.5872
16.5745,0.7919
16.5750,0.9942
16.5755,1.1939
16.5760,1.3904
16.5765,1.5832
16.5770,1.7717
16.5775,1.9553
16.5780,2.1338
16.5785,2.3071
16.5790,2.4746
16.5795,2.6354
16.5800,2.7886
16.5805,2.9336
16.5810,3.0700
16.5815,3.1975
16.5820,3.3157
16.5825,3.4246
16.5830,3.5237
16.5835,3.6131
16.5840,3.6928
16.5845,3.7629
16.5850,3.8234
16.5855,3.8743
16.5860,3.9155
16.5865,3.9472
16.5870,3.9695
16.5875,3.9826
16.5880,3.9865
16.5885,3.9807
16.5890,3.9650
16.5895,3.9390
16.5900,3.9029
16.5905,3.8572
16.5910,3.8023
16.5915,3.7386
16.5920,3.6666
16.5925,3.5867
16.5930,3.4988
16.5935,3.4032
16.5940,3.3001
16.5945,3.1897
16.5950,3.0722
16.5955,2.9476
16.5960,2.8160
16.5965,2.6782
16.5970,2.5348
16.5975,2.3866
16.5980,2.2339
16.5985,2.0769
16.5990,1.9158
16.5995,1.7510
16.6000,1.5827
16.6005,1.4108
16.6010,1.2351
16.6015,1.0561
16.6020,0.8739
16.6025,0.6892
16.6030,0.5028
16.6035,0.3153
16.6040,0.1275
16.6045,-0.0602
16.6050,-0.2472
16.6055,-0.4333
16.6060,-0.6180
16.6065,-0.8014
16.6070,-0.9832
16.6075,-1.1634
16.6080,-1.3414
16.6085,-1.5167
16.6090,-1.6890
16.6095,-1.8583
16.6100,-2.0244
16.6105,-2.1870
16.6110,-2.3455
16.6115,-2.4993
16.6120,-2.6481
16.6125,-2.7914
16.6130,-2.9284
16.6135,-3.0586
16.6140,-3.1815
16.6145,-3.2967
16.6150,-3.4042
16.6155,-3.5039
16.6160,-3.5958
16.6165,-3.6797
16.6170,-3.7554
16.6175,-3.8224
16.6180,-3.8806
16.6185,-3.9297
16.6190,-3.9696
16.6195,-3.9998
16.6200,-4.0197
16.6205,-4.0292
16.6210,-4.0281
16.6215,-4.0165
16.6220,-3.9941
16.6225,-3.9613
16.6230,-3.9182
16.6235,-3.8649
16.6240,-3.8016
16.6245,-3.7284
16.6250,-3.6454
16.6255,-3.5527
16.6260,-3.4506
16.6265,-3.3395
16.6270,-3.2194
16.6275,-3.0906
16.6280,-2.9537
16.6285,-2.8088
16.6290,-2.6562
16.6295,-2.4961
16.6300,-2.3290
16.6305,-2.1556
16.6310,-1.9765
16.6315,-1.7924
16.6320,-1.6037
16.6325,-1.4108
16.6330,-1.2138
16.6335,-1.0132
16.6340,-0.8095
16.6345,-0.6035
16.6350,-0.3957
16.6355,-0.1868
16.6360,0.0225
16.6365,0.2313
16.6370,0.4387
16.6375,0.6439
16.6380,0.8467
16.6385,1.0471
16.6390,1.2451
16.6395,1.4401
16.6400,1.6314
16.6405,1.8181
16.6410,1.9997
16.6415,2.1759
16.6420,2.3467
16.6425,2.5115
16.6430,2.6697
16.6435,2.8204
16.6440,2.9629
16.6445,3.0969
16.6450,3.2222
16.6455,3.3386
16.6460,3.4455
16.6465,3.5426
16.6470,3.6295
16.6475,3.7068
16.6480,3.7748
16.6485,3.8337
16.6490,3.8835
16.6495,3.9237
16.6500,3.9540
16.6505,3.9743
16.6510,3.9846
16.6515,3.9853
16.6520,3.9762
16.6525,3.9571
16.6530,3.9280
16.6535,3.8892
16.6540,3.8410
16.6545,3.7840
16.6550,3.7186
16.6555,3.6454
16.6560,3.5644
16.6565,3.4754
16.6570,3.3786
16.6575,3.2741
16.6580,3.1621
16.6585,3.0428
16.6590,2.9163
16.6595,2.7828
16.6600,2.6429
16.6605,2.4975
16.6610,2.3475
16.6615,2.1933
16.6620,2.0353
16.6625,1.8732
16.6630,1.7073
16.6635,1.5375
16.6640,1.3640
16.6645,1.1872
16.6650,1.0073
16.6655,0.8248
16.6660,0.6397
16.6665,0.4528
16.6670,0.2649
16.6675,0.0769
16.6680,-0.1106
16.6685,-0.2976
16.6690,-0.4836
16.6695,-0.6682
16.6700,-0.8511
16.6705,-1.0319
16.6710,-1.2107
16.6715,-1.3874
16.6720,-1.5618
16.6725,-1.7336
16.6730,-1.9025
16.6735,-2.0681
16.6740,-2.2300
16.6745,-2.3877
16.6750,-2.5409
16.6755,-2.6888
16.6760,-2.8307
16.6765,-2.9657
16.6770,-3.0934
16.6775,-3.2136
16.6780,-3.3261
16.6785,-3.4311
16.6790,-3.5284
16.6795,-3.6180
16.6800,-3.6998
16.6805,-3.7733
16.6810,-3.8383
16.6815,-3.8943
16.6820,-3.9410
16.6825,-3.9782
16.6830,-4.0056
16.6835,-4.0228
16.6840,-4.0298
16.6845,-4.0264
16.6850,-4.0124
16.6855,-3.9876
16.6860,-3.9519
16.6865,-3.9054
16.6870,-3.8485
16.6875,-3.7816
16.6880,-3.7051
16.6885,-3.6196
16.6890,-3.5252
16.6895,-3.4220
16.6900,-3.3097
16.6905,-3.1884
16.6910,-3.0582
16.6915,-2.9194
16.6920,-2.7724
16.6925,-2.6173
16.6930,-2.4546
16.6935,-2.2852
16.6940,-2.1099
16.6945,-1.9292
16.6950,-1.7437
16.6955,-1.5537
16.6960,-1.3593
16.6965,-1.1609
16.6970,-0.9591
16.6975,-0.7546
16.6980,-0.5480
16.6985,-0.3400
16.6990,-0.1312
16.6995,0.0777
16.7000,0.2863
16.7005,0.4937
16.7010,0.6995
16.7015,0.9030
16.7020,1.1040
16.7025,1.3022
16.7030,1.4968
16.7035,1.6873
16.7040,1.8732
16.7045,2.0540
16.7050,2.2296
16.7055,2.3995
16.7060,2.5633
16.7065,2.7201
16.7070,2.8689
16.7075,3.0092
16.7080,3.1406
16.7085,3.2629
16.7090,3.3759
16.7095,3.4796
16.7100,3.5736
16.7105,3.6579
16.7110,3.7326
16.7115,3.7979
16.7120,3.8539
16.7125,3.9003
16.7130,3.9369
16.7135,3.9637
16.7140,3.9808
16.7145,3.9885
16.7150,3.9869
16.7155,3.9755
16.7160,3.9542
16.7165,3.9228
16.7170,3.8818
16.7175,3.8317
16.7180,3.7731
16.7185,3.7060
16.7190,3.6307
16.7195,3.5472
16.7200,3.4555
16.7205,3.3558
16.7210,3.2486
16.7215,3.1342
16.7220,3.0126
16.7225,2.8841
16.7230,2.7490
16.7235,2.6080
16.7240,2.4621
16.7245,2.3119
16.7250,2.1574
16.7255,1.9988
16.7260,1.8361
16.7265,1.6696
16.7270,1.4993
16.7275,1.3253
16.7280,1.1476
16.7285,0.9667
16.7290,0.7829
16.7295,0.5969
16.7300,0.4094
16.7305,0.2213
16.7310,0.0333
16.7315,-0.1541
16.7320,-0.3405
16.7325,-0.5259
16.7330,-0.7099
16.7335,-0.8925
16.7340,-1.0734
16.7345,-1.2524
16.7350,-1.4290
16.7355,-1.6030
16.7360,-1.7742
16.7365,-1.9425
16.7370,-2.1072
16.7375,-2.2678
16.7380,-2.4238
16.7385,-2.5748
16.7390,-2.7205
16.7395,-2.8603
16.7400,-2.9937
16.7405,-3.1201
16.7410,-3.2392
16.7415,-3.3507
16.7420,-3.4545
16.7425,-3.5504
16.7430,-3.6381
16.7435,-3.7175
16.7440,-3.7885
16.7445,-3.8507
16.7450,-3.9040
16.7455,-3.9482
16.7460,-3.9830
16.7465,-4.0080
16.7470,-4.0227
16.7475,-4.0269
16.7480,-4.0205
16.7485,-4.0034
16.7490,-3.9755
16.7495,-3.9370
16.7500,-3.8881
16.7505,-3.8293
16.7510,-3.7607
16.7515,-3.6828
16.7520,-3.5954
16.7525,-3.4988
16.7530,-3.3928
16.7535,-3.2775
16.7540,-3.1530
16.7545,-3.0199
16.7550,-2.8785
16.7555,-2.7291
16.7560,-2.5718
16.7565,-2.4072
16.7570,-2.2363
16.7575,-2.0600
16.7580,-1.8788
16.7585,-1.6928
16.7590,-1.5023
16.7595,-1.3075
16.7600,-1.1088
16.7605,-0.9070
16.7610,-0.7025
16.7615,-0.4957
16.7620,-0.2872
16.7625,-0.0777
16.7630,0.1320
16.7635,0.3409
16.7640,0.5480
16.7645,0.7529
16.7650,0.9552
16.7655,1.1546
16.7660,1.3508
16.7665,1.5435
16.7670,1.7321
16.7675,1.9161
16.7680,2.0953
16.7685,2.2694
16.7690,2.4380
16.7695,2.6002
16.7700,2.7553
16.7705,2.9023
16.7710,3.0409
16.7715,3.1708
16.7720,3.2916
16.7725,3.4030
16.7730,3.5046
16.7735,3.5961
16.7740,3.6778
16.7745,3.7502
16.7750,3.8133
16.7755,3.8673
16.7760,3.9118
16.7765,3.9467
16.7770,3.9718
16.7775,3.9871
16.7780,3.9925
16.7785,3.9879
16.7790,3.9733
16.7795,3.9486
16.7800,3.9141
16.7805,3.8703
16.7810,3.8173
16.7815,3.7557
16.7820,3.6858
16.7825,3.6078
16.7830,3.5218
16.7835,3.4279
16.7840,3.3265
16.7845,3.2179
16.7850,3.1021
16.7855,2.9790
16.7860,2.8485
16.7865,2.7112
16.7870,2.5680
16.7875,2.4198
16.7880,2.2671
16.7885,2.1103
16.7890,1.9495
16.7895,1.7848
16.7900,1.6166
16.7905,1.4448
16.7910,1.2694
16.7915,1.0907
